idFaturamento;idCheckIn;valorTotal;dataFaturamento;tipoPagamento;classificacao
226;226;159,43;15/04/2024 00:00:00;Cartão;1
227;227;136,71;16/04/2024 00:00:00;Cartão;5
228;228;144,39;16/04/2024 00:00:00;Dinheiro;2
229;229;145,05;16/04/2024 00:00:00;Fatura;4
230;230;109,69;16/04/2024 00:00:00;Dinheiro;1
231;231;160,67;16/04/2024 00:00:00;Fatura;3
232;232;169,59;16/04/2024 00:00:00;Fatura;2
233;233;206,04;16/04/2024 00:00:00;Cartão;1
234;234;180,08;16/04/2024 00:00:00;Dinheiro;4
235;235;135,24;16/04/2024 00:00:00;Dinheiro;5
236;236;139,75;16/04/2024 00:00:00;Cartão;3
237;237;149,56;16/04/2024 00:00:00;Cartão;1
238;238;214,4;16/04/2024 00:00:00;Dinheiro;3
239;239;170,85;16/04/2024 00:00:00;Fatura;2
240;240;149,15;17/04/2024 00:00:00;Cartão;1
241;241;122,41;17/04/2024 00:00:00;Dinheiro;3
242;242;153,17;17/04/2024 00:00:00;Dinheiro;5
243;243;127,09;17/04/2024 00:00:00;Cartão;4
244;244;199,29;17/04/2024 00:00:00;Cartão;1
245;245;146,73;17/04/2024 00:00:00;Cartão;2
246;246;100,42;17/04/2024 00:00:00;Dinheiro;1
247;247;197,58;17/04/2024 00:00:00;Cartão;2
248;248;140,58;17/04/2024 00:00:00;Fatura;3
249;249;146,56;17/04/2024 00:00:00;Dinheiro;3
250;250;135,16;18/04/2024 00:00:00;Cartão;1
251;251;145,58;18/04/2024 00:00:00;Fatura;3
252;252;125,19;18/04/2024 00:00:00;Fatura;2
253;253;105,96;18/04/2024 00:00:00;Fatura;4
254;254;155,77;18/04/2024 00:00:00;Dinheiro;2
255;255;185,57;18/04/2024 00:00:00;Fatura;5
256;256;212,47;18/04/2024 00:00:00;Dinheiro;5
257;257;144,26;18/04/2024 00:00:00;Dinheiro;1
258;258;129,81;18/04/2024 00:00:00;Dinheiro;4
259;259;186,34;18/04/2024 00:00:00;Dinheiro;5
260;260;205,03;18/04/2024 00:00:00;Dinheiro;1
261;261;161,16;18/04/2024 00:00:00;Fatura;2
262;262;118,81;18/04/2024 00:00:00;Cartão;2
263;263;149,48;19/04/2024 00:00:00;Cartão;5
264;264;221,79;19/04/2024 00:00:00;Cartão;4
265;265;159;19/04/2024 00:00:00;Fatura;4
266;266;180,02;19/04/2024 00:00:00;Dinheiro;2
267;267;123,05;19/04/2024 00:00:00;Fatura;2
268;268;156,92;19/04/2024 00:00:00;Dinheiro;2
269;269;195,13;19/04/2024 00:00:00;Dinheiro;3
270;270;107,64;19/04/2024 00:00:00;Cartão;1
271;271;159,17;19/04/2024 00:00:00;Fatura;5
272;272;200,7;19/04/2024 00:00:00;Cartão;5
273;273;165,13;19/04/2024 00:00:00;Cartão;4
274;274;179,26;20/04/2024 00:00:00;Fatura;3
275;275;130,86;20/04/2024 00:00:00;Dinheiro;4
276;276;97,81;20/04/2024 00:00:00;Cartão;1
277;277;148,72;20/04/2024 00:00:00;Fatura;4
278;278;180,52;20/04/2024 00:00:00;Fatura;4
279;279;155,92;20/04/2024 00:00:00;Dinheiro;5
280;280;194,27;20/04/2024 00:00:00;Cartão;5
281;281;123,96;20/04/2024 00:00:00;Dinheiro;4
282;282;100,29;20/04/2024 00:00:00;Cartão;1
283;283;159,7;20/04/2024 00:00:00;Dinheiro;1
284;284;130,45;20/04/2024 00:00:00;Dinheiro;1
285;285;101,52;20/04/2024 00:00:00;Dinheiro;5
286;286;99,93;20/04/2024 00:00:00;Dinheiro;2
287;287;116,49;20/04/2024 00:00:00;Fatura;1
288;288;180,37;20/04/2024 00:00:00;Fatura;5
289;289;174,66;21/04/2024 00:00:00;Cartão;4
290;290;121,9;21/04/2024 00:00:00;Fatura;1
291;291;102,49;21/04/2024 00:00:00;Dinheiro;2
292;292;185,59;21/04/2024 00:00:00;Fatura;3
293;293;175,67;21/04/2024 00:00:00;Cartão;3
294;294;199,75;21/04/2024 00:00:00;Cartão;1
295;295;180,78;21/04/2024 00:00:00;Fatura;2
296;296;180,32;21/04/2024 00:00:00;Fatura;5
297;297;129,61;21/04/2024 00:00:00;Fatura;5
298;298;140,06;21/04/2024 00:00:00;Cartão;1
299;299;133,04;22/04/2024 00:00:00;Cartão;5
300;300;204,58;22/04/2024 00:00:00;Cartão;2
301;301;132,82;22/04/2024 00:00:00;Cartão;4
302;302;201,07;22/04/2024 00:00:00;Cartão;5
303;303;167,03;22/04/2024 00:00:00;Dinheiro;5
304;304;176,98;22/04/2024 00:00:00;Dinheiro;2
305;305;183,49;22/04/2024 00:00:00;Cartão;1
306;306;173,96;22/04/2024 00:00:00;Fatura;5
307;307;164,66;22/04/2024 00:00:00;Cartão;3
308;308;151,76;22/04/2024 00:00:00;Cartão;5
309;309;174,26;22/04/2024 00:00:00;Cartão;3
310;310;132,05;22/04/2024 00:00:00;Cartão;3
311;311;142,15;22/04/2024 00:00:00;Dinheiro;2
312;312;144,48;22/04/2024 00:00:00;Cartão;2
313;313;191,07;23/04/2024 00:00:00;Cartão;3
314;314;151,66;23/04/2024 00:00:00;Fatura;2
315;315;230,3;23/04/2024 00:00:00;Fatura;3
316;316;134,13;23/04/2024 00:00:00;Cartão;1
317;317;180,05;23/04/2024 00:00:00;Fatura;4
318;318;150,51;23/04/2024 00:00:00;Cartão;3
319;319;183,41;23/04/2024 00:00:00;Cartão;5
320;320;192,59;23/04/2024 00:00:00;Dinheiro;4
321;321;119,2;23/04/2024 00:00:00;Fatura;1
322;322;170,26;23/04/2024 00:00:00;Dinheiro;4
323;323;142,13;23/04/2024 00:00:00;Dinheiro;5
324;324;155,29;24/04/2024 00:00:00;Fatura;3
325;325;159,37;24/04/2024 00:00:00;Cartão;3
326;326;229,51;24/04/2024 00:00:00;Cartão;1
327;327;183,89;24/04/2024 00:00:00;Dinheiro;2
328;328;150,37;24/04/2024 00:00:00;Fatura;4
329;329;193,38;24/04/2024 00:00:00;Cartão;5
330;330;172,54;24/04/2024 00:00:00;Fatura;5
331;331;191,16;24/04/2024 00:00:00;Dinheiro;3
332;332;168,38;24/04/2024 00:00:00;Dinheiro;3
333;333;196,68;24/04/2024 00:00:00;Fatura;4
334;334;132,19;24/04/2024 00:00:00;Fatura;5
335;335;162,61;24/04/2024 00:00:00;Cartão;1
336;336;132,43;24/04/2024 00:00:00;Dinheiro;5
337;337;215,38;25/04/2024 00:00:00;Fatura;5
338;338;139,9;25/04/2024 00:00:00;Cartão;2
339;339;197,67;25/04/2024 00:00:00;Dinheiro;1
340;340;108,55;25/04/2024 00:00:00;Cartão;4
341;341;201,44;25/04/2024 00:00:00;Cartão;4
342;342;192,89;25/04/2024 00:00:00;Fatura;2
343;343;184,3;25/04/2024 00:00:00;Fatura;3
344;344;188,64;25/04/2024 00:00:00;Cartão;1
345;345;88,8;25/04/2024 00:00:00;Cartão;4
346;346;196,33;25/04/2024 00:00:00;Cartão;3
347;347;195,08;25/04/2024 00:00:00;Dinheiro;2
348;348;174,36;25/04/2024 00:00:00;Fatura;2
349;349;158,05;25/04/2024 00:00:00;Dinheiro;3
350;350;125,96;26/04/2024 00:00:00;Dinheiro;5
351;351;159,44;26/04/2024 00:00:00;Fatura;5
352;352;106,96;26/04/2024 00:00:00;Fatura;4
353;353;183,36;26/04/2024 00:00:00;Dinheiro;3
354;354;179,01;26/04/2024 00:00:00;Dinheiro;3
355;355;168,68;26/04/2024 00:00:00;Fatura;3
356;356;169,83;26/04/2024 00:00:00;Dinheiro;2
357;357;143,43;26/04/2024 00:00:00;Cartão;4
358;358;171,88;26/04/2024 00:00:00;Fatura;2
359;359;111,74;26/04/2024 00:00:00;Cartão;3
360;360;153,49;26/04/2024 00:00:00;Dinheiro;3
361;361;147,45;26/04/2024 00:00:00;Cartão;2
362;362;142,96;26/04/2024 00:00:00;Cartão;4
363;363;196,99;26/04/2024 00:00:00;Cartão;2
364;364;173,84;26/04/2024 00:00:00;Fatura;2
365;365;179,98;26/04/2024 00:00:00;Dinheiro;5
366;366;171,55;27/04/2024 00:00:00;Fatura;3
367;367;184,26;27/04/2024 00:00:00;Fatura;1
368;368;148,96;27/04/2024 00:00:00;Cartão;3
369;369;171,56;27/04/2024 00:00:00;Fatura;2
370;370;164,29;27/04/2024 00:00:00;Fatura;5
371;371;103,08;27/04/2024 00:00:00;Cartão;4
372;372;160,37;27/04/2024 00:00:00;Dinheiro;5
373;373;187,34;27/04/2024 00:00:00;Fatura;2
374;374;146,71;27/04/2024 00:00:00;Cartão;4
375;375;187,12;27/04/2024 00:00:00;Fatura;3
376;376;134,79;28/04/2024 00:00:00;Dinheiro;3
377;377;214,85;28/04/2024 00:00:00;Fatura;4
378;378;83,3;28/04/2024 00:00:00;Fatura;1
379;379;154,94;28/04/2024 00:00:00;Cartão;4
380;380;183,97;28/04/2024 00:00:00;Dinheiro;5
381;381;211,9;28/04/2024 00:00:00;Fatura;3
382;382;159,9;28/04/2024 00:00:00;Dinheiro;4
383;383;205,21;28/04/2024 00:00:00;Cartão;2
384;384;161,81;28/04/2024 00:00:00;Fatura;5
385;385;152,7;28/04/2024 00:00:00;Dinheiro;1
386;386;142,85;29/04/2024 00:00:00;Cartão;4
387;387;156,27;29/04/2024 00:00:00;Cartão;3
388;388;159,41;29/04/2024 00:00:00;Fatura;5
389;389;147,88;29/04/2024 00:00:00;Fatura;2
390;390;192,14;29/04/2024 00:00:00;Fatura;5
391;391;188,24;29/04/2024 00:00:00;Dinheiro;3
392;392;157,94;29/04/2024 00:00:00;Cartão;5
393;393;201,78;29/04/2024 00:00:00;Fatura;5
394;394;172,19;29/04/2024 00:00:00;Cartão;4
395;395;189,68;29/04/2024 00:00:00;Cartão;1
396;396;104,48;29/04/2024 00:00:00;Dinheiro;5
397;397;169,18;30/04/2024 00:00:00;Dinheiro;5
398;398;106,14;30/04/2024 00:00:00;Fatura;5
399;399;232,34;30/04/2024 00:00:00;Dinheiro;5
400;400;165,07;30/04/2024 00:00:00;Cartão;5
401;401;181,41;30/04/2024 00:00:00;Dinheiro;5
402;402;119,46;30/04/2024 00:00:00;Fatura;1
403;403;200,98;30/04/2024 00:00:00;Dinheiro;2
404;404;108,22;30/04/2024 00:00:00;Dinheiro;4
405;405;188,29;30/04/2024 00:00:00;Dinheiro;1
406;406;150,36;30/04/2024 00:00:00;Cartão;5
407;407;178,23;30/04/2024 00:00:00;Dinheiro;1
408;408;148,59;30/04/2024 00:00:00;Fatura;1
409;409;126,84;30/04/2024 00:00:00;Fatura;4
410;410;152,74;30/04/2024 00:00:00;Fatura;5
411;411;182,19;30/04/2024 00:00:00;Dinheiro;2
412;412;194,92;01/05/2024 00:00:00;Cartão;4
413;413;151,68;01/05/2024 00:00:00;Fatura;5
414;414;178,31;01/05/2024 00:00:00;Fatura;3
415;415;197,66;01/05/2024 00:00:00;Dinheiro;3
416;416;183,39;01/05/2024 00:00:00;Cartão;5
417;417;119,92;01/05/2024 00:00:00;Cartão;2
418;418;122,29;01/05/2024 00:00:00;Fatura;2
419;419;208,08;01/05/2024 00:00:00;Cartão;1
420;420;214,2;01/05/2024 00:00:00;Cartão;4
421;421;155,78;01/05/2024 00:00:00;Dinheiro;3
422;422;103,17;01/05/2024 00:00:00;Cartão;4
423;423;155,48;02/05/2024 00:00:00;Fatura;1
424;424;149,29;02/05/2024 00:00:00;Cartão;3
425;425;169,61;02/05/2024 00:00:00;Cartão;4
426;426;177,04;02/05/2024 00:00:00;Cartão;5
427;427;150,35;02/05/2024 00:00:00;Dinheiro;5
428;428;121,54;02/05/2024 00:00:00;Cartão;5
429;429;137,54;02/05/2024 00:00:00;Dinheiro;4
430;430;171,11;02/05/2024 00:00:00;Cartão;4
431;431;151,48;02/05/2024 00:00:00;Dinheiro;2
432;432;95,52;02/05/2024 00:00:00;Fatura;4
433;433;203,3;02/05/2024 00:00:00;Cartão;1
434;434;160,77;02/05/2024 00:00:00;Dinheiro;4
435;435;198,86;02/05/2024 00:00:00;Cartão;3
436;436;186,37;02/05/2024 00:00:00;Dinheiro;5
437;437;148,68;02/05/2024 00:00:00;Fatura;1
438;438;165,83;02/05/2024 00:00:00;Cartão;5
439;439;228,49;03/05/2024 00:00:00;Cartão;2
440;440;120,02;03/05/2024 00:00:00;Cartão;5
441;441;140,65;03/05/2024 00:00:00;Fatura;2
442;442;174,47;03/05/2024 00:00:00;Fatura;5
443;443;120,48;03/05/2024 00:00:00;Cartão;3
444;444;167,49;03/05/2024 00:00:00;Dinheiro;4
445;445;142,01;03/05/2024 00:00:00;Fatura;1
446;446;168,65;03/05/2024 00:00:00;Dinheiro;1
447;447;124,51;03/05/2024 00:00:00;Fatura;2
448;448;178,04;03/05/2024 00:00:00;Dinheiro;4
449;449;154,92;03/05/2024 00:00:00;Dinheiro;1
450;450;130,15;04/05/2024 00:00:00;Cartão;3
451;451;188,58;04/05/2024 00:00:00;Fatura;1
452;452;124,87;04/05/2024 00:00:00;Fatura;1
453;453;175,99;04/05/2024 00:00:00;Cartão;3
454;454;154,58;04/05/2024 00:00:00;Cartão;5
455;455;146,92;04/05/2024 00:00:00;Dinheiro;1
456;456;140,35;04/05/2024 00:00:00;Fatura;4
457;457;89,13;04/05/2024 00:00:00;Cartão;3
458;458;191,95;04/05/2024 00:00:00;Fatura;3
459;459;122,75;04/05/2024 00:00:00;Cartão;3
460;460;153,14;04/05/2024 00:00:00;Dinheiro;1
461;461;154,32;04/05/2024 00:00:00;Cartão;3
462;462;142,54;04/05/2024 00:00:00;Dinheiro;3
463;463;170,67;04/05/2024 00:00:00;Fatura;3
464;464;178,92;04/05/2024 00:00:00;Dinheiro;3
465;465;156,23;04/05/2024 00:00:00;Fatura;2
466;466;125,82;05/05/2024 00:00:00;Cartão;3
467;467;204,87;05/05/2024 00:00:00;Cartão;1
468;468;115,02;05/05/2024 00:00:00;Dinheiro;5
469;469;159,66;05/05/2024 00:00:00;Cartão;5
470;470;170,53;05/05/2024 00:00:00;Fatura;5
471;471;161,6;05/05/2024 00:00:00;Cartão;3
472;472;106,54;05/05/2024 00:00:00;Fatura;1
473;473;111,03;05/05/2024 00:00:00;Fatura;3
474;474;119,72;05/05/2024 00:00:00;Cartão;1
475;475;131,48;05/05/2024 00:00:00;Cartão;5
476;476;153,36;05/05/2024 00:00:00;Cartão;2
477;477;178,16;05/05/2024 00:00:00;Fatura;3
478;478;131,61;05/05/2024 00:00:00;Cartão;2
479;479;171,15;05/05/2024 00:00:00;Dinheiro;4
480;480;179,1;05/05/2024 00:00:00;Dinheiro;1
481;481;122,92;05/05/2024 00:00:00;Fatura;2
482;482;125,43;06/05/2024 00:00:00;Fatura;2
483;483;188,93;06/05/2024 00:00:00;Fatura;4
484;484;155,13;06/05/2024 00:00:00;Fatura;3
485;485;114,84;06/05/2024 00:00:00;Dinheiro;4
486;486;173,22;06/05/2024 00:00:00;Cartão;4
487;487;153,93;06/05/2024 00:00:00;Dinheiro;2
488;488;173,12;06/05/2024 00:00:00;Cartão;1
489;489;131,15;06/05/2024 00:00:00;Cartão;5
490;490;162,04;06/05/2024 00:00:00;Cartão;2
491;491;133,39;06/05/2024 00:00:00;Fatura;1
492;492;138,43;06/05/2024 00:00:00;Dinheiro;1
493;493;121,63;06/05/2024 00:00:00;Cartão;2
494;494;161,87;06/05/2024 00:00:00;Dinheiro;4
495;495;143,66;07/05/2024 00:00:00;Cartão;2
496;496;185,42;07/05/2024 00:00:00;Dinheiro;3
497;497;145,42;07/05/2024 00:00:00;Dinheiro;4
498;498;141,7;07/05/2024 00:00:00;Fatura;2
499;499;113,38;07/05/2024 00:00:00;Cartão;1
500;500;144,06;07/05/2024 00:00:00;Cartão;3
501;501;159,19;07/05/2024 00:00:00;Dinheiro;4
502;502;215,78;07/05/2024 00:00:00;Fatura;1
503;503;141;07/05/2024 00:00:00;Fatura;1
504;504;143;07/05/2024 00:00:00;Cartão;5
505;505;136;07/05/2024 00:00:00;Fatura;1
506;506;186,85;07/05/2024 00:00:00;Fatura;1
507;507;177,32;07/05/2024 00:00:00;Cartão;3
508;508;159,24;07/05/2024 00:00:00;Fatura;2
509;509;170,24;08/05/2024 00:00:00;Fatura;1
510;510;135,59;08/05/2024 00:00:00;Dinheiro;5
511;511;176,17;08/05/2024 00:00:00;Fatura;4
512;512;193,06;08/05/2024 00:00:00;Dinheiro;1
513;513;165,35;08/05/2024 00:00:00;Fatura;1
514;514;91,42;08/05/2024 00:00:00;Fatura;3
515;515;138,05;08/05/2024 00:00:00;Fatura;4
516;516;171,27;08/05/2024 00:00:00;Fatura;1
517;517;167,16;08/05/2024 00:00:00;Fatura;2
518;518;131,39;08/05/2024 00:00:00;Dinheiro;2
519;519;163,02;08/05/2024 00:00:00;Fatura;2
520;520;154,96;08/05/2024 00:00:00;Fatura;1
521;521;125,8;08/05/2024 00:00:00;Fatura;5
522;522;137,95;08/05/2024 00:00:00;Cartão;1
523;523;183,66;09/05/2024 00:00:00;Dinheiro;1
